ts_down,ts_up,dwell_ms,flight_ms,code,prev_code,key
1763443418055.555,1763443418166.624,111.065,-19.984,Char.d,Key.space,d
1763443418151.49,1763443418287.545,136.049,-15.13,Char.l,Char.d,l
1763443418216.789,1763443418338.491,121.697,-70.751,Char.f,Char.l,f
1763443418297.898,1763443418408.555,110.65,-40.587,Char.e,Char.f,e
1763443418383.438,1763443418498.548,115.108,-25.111,Char.k,Char.e,k
1763443418468.792,1763443418603.742,134.946,-29.754,Char.s,Char.k,s
1763443418544.53,1763443418680.126,135.593,-59.209,Key.space,Char.s,
1763443418690.866,1763443418798.735,107.864,10.744,Char.g,Key.space,g
1763443418967.579,1763443419108.622,141.039,168.849,Char.k,Char.g,k
1763443419179.449,1763443419289.358,109.906,70.83,Char.r,Char.k,r
1763443419395.157,1763443419521.057,125.898,105.803,Char.t,Char.r,t
1763443419531.134,1763443419651.416,120.279,10.079,Char.m,Char.t,m
1763443419566.144,1763443419702.192,136.043,-85.268,Char.q,Char.m,q
1763443419778.847,1763443419934.504,155.652,76.658,Char.d,Char.q,d
1763443419899.715,1763443420035.251,135.531,-34.783,Char.m,Char.d,m
1763443419980.196,1763443420085.784,105.584,-55.05,Char.f,Char.m,f
1763443420064.864,1763443420185.901,121.035,-20.917,Key.space,Char.f,
1763443258868.143,1763443420349.031,161480.881,-161317.754,Char.R,Key.space,R
1763443420427.515,1763443420553.299,125.781,78.491,Char.P,Char.R,P
1763443420311.736,1763443420565.096,253.357,-241.561,Key.shift_r,Char.P,
1763443420638.551,1763443420759.515,120.961,73.459,Char.t,Key.shift_r,t
1763443420749.471,1763443420865.636,116.159,-10.04,Char.h,Char.t,h
1763443420226.835,1763443420935.575,708.737,-638.796,Char.r,Char.h,r
1763443421046.888,1763443421147.276,100.384,111.317,Char.g,Char.r,g
1763443421137.442,1763443421238.505,101.058,-9.83,Char.o,Char.g,o
1763443421223.75,1763443421338.547,114.785,-14.751,Char.t,Char.o,t
1763443421294.8,1763443421440.012,145.207,-43.734,Char.j,Char.t,j
1763443421364.014,1763443421514.964,150.947,-75.994,Key.space,Char.j,
1763443421651.423,1763443421792.345,140.917,136.464,Char.g,Key.space,g
1763443421768.223,1763443421872.623,104.397,-24.118,Char.o,Char.g,o
1763443421832.131,1763443421983.042,150.906,-40.488,Char.q,Char.o,q
1763443421913.124,1763443422033.576,120.447,-69.913,Char.h,Char.q,h
1763443422079.991,1763443422194.71,114.716,46.419,Char.r,Char.h,r
1763443422149.549,1763443422265.298,115.743,-45.157,Char.p,Char.r,p
1763443422310.349,1763443422466.842,156.488,45.057,Key.shift_r,Char.p,
1763443422562.57,1763443422688.776,126.201,95.733,Char.t,Key.shift_r,t
1763443422633.548,1763443422743.694,110.143,-55.222,Char.m,Char.t,m
1763443422733.304,1763443422828.649,95.342,-10.388,Char.q,Char.m,q
